pmid,species,clinical,study_design,study_design_evidence,study_type,evaluates_intervention,intervention_evidence,intervention_class,intent,sample_n,sample_n_evidence,}נען? } Assistant  Nakne 天天中彩票网  ฝ่ายขายข่าว  Аԥс жәа? тру. to=final code 码                                 (json) 送彩金 ㋡ dbo  (The previous JSON has error extraneous). Need output valid. Let's correct. total no trailing. biomed JSON. 
28100545,human,True,prospective_cohort,The lung function of 520 LTRs from the Cohort in Lung Transplantation (COLT) study was measured every 6 months.,clinical_cohort,False,,,na,520.0,The lung function of 520 LTRs,
28078769,in_vitro,False,other,in vitro model,mechanistic_translational,True,stimulated with IL-1α with or without azithromycin or dexamethasone,Azithromycin / macrolide,na,,,
28017335,human,True,registry,The United Network for Organ Sharing database was used,registry,False,,,na,87.0,"Of the total 542 lung transplants performed, 87 (16.1%) were ReTxs.",
28008661,human,True,other,We report the largest cohort of lung transplant recipients (LTRs) treated with rescue alemtuzumab,clinical_cohort,True,treated with rescue alemtuzumab,Antibody / biologic,treatment_established_clad,51.0,given to 51 patients,
28038697,human,True,other,Case report,case_report_series,True,a posterior instrumented spine fusion from T2 to L4 using a hybrid configuration was performed,Surgical / procedural,na,,,
27939405,animal,False,prospective_cohort,"serially monitored allografts for tissue oxygenation, microvascular perfusion for four weeks",mechanistic_translational,True,reconstituted purified Tregs in to allografts,Cell therapy,prevention,,,
27931084,human,True,prospective_cohort,We analyzed Treg in peripheral blood prospectively and correlated percentages of subpopulations with the incidence of CLAD at 2 years.,clinical_cohort,False,,,prevention,138.0,Among the 138 (52%) patients included into the study,
27925791,human,True,retrospective_cohort,We retrospectively accessed our biobank of sputum samples,mechanistic_translational,False,,,na,14.0,of 14 adult transplant patients,
27931586,human,True,retrospective_cohort,retrospective case review,clinical_cohort,True,Thirty lung allograft patients were treated with MTX for BOS,Other pharmacological,treatment_established_clad,30.0,Thirty lung allograft patients were treated with MTX,
27893614,human,True,retrospective_cohort,We performed a retrospective cohort study,clinical_cohort,False,,,na,,,
27988981,human,True,retrospective_cohort,analyzed data from all lung transplants performed in our institution since 1986,clinical_cohort,False,,,na,876.0,About 876 lung transplants were performed between 1986 and 2016,
27923603,human,True,retrospective_cohort,we performed a retrospective analysis of all lung re-transplantations,clinical_cohort,False,,,na,120.0,120 with complete HLA data were analysed,
27933655,human,True,cross_sectional,Explant lungs of patients with end-stage BOS (n = 19) and RAS (n = 18) were assessed,mechanistic_translational,False,,,na,,,
27942594,mixed,False,other,,mechanistic_translational,True,"Antagomirs for miR-323a-3p augment, and mimics suppress, murine lung fibrosis after bleomycin injury",Other pharmacological,na,,,
27801552,human,True,cross_sectional,,mechanistic_translational,False,,,na,,,
27676455,human,True,retrospective_cohort,In a retrospective single-center study,clinical_cohort,False,,,na,441.0,441 lung transplant recipients,
27863518,human,True,retrospective_cohort,single-centre retrospective cohort analysis,case_report_series,True,receiving antifibrotic therapy,Antifibrotic,prevention,9.0,A total of nine patients,
27795995,human,True,cross_sectional,A comparison between LTRs and a matching group of healthy controls (n = 33) was also conducted.,mechanistic_translational,False,,,na,66.0,stable lung transplant recipients (LTRs) (n = 26) with LTRs who develop BOS (n = 7) ... healthy controls (n = 33),
27878373,human,True,retrospective_cohort,This retrospective study included 22 patients with clinical diagnosis of RAS.,clinical_cohort,False,,,na,22.0,This retrospective study included 22 patients with clinical diagnosis of RAS.,
27664940,human,True,rct,A randomized controlled trial showed Pocket PATH's superiority to usual care,trial,True,Pocket Personal Assistant for Tracking Health (Pocket PATH),Not specified,prevention,182.0,among 182 recipients who survived the original trial,
27830023,animal,False,other,mice exposed to LIRI procedure,mechanistic_translational,True,over-expression of HSP70,Other pharmacological,prevention,,,
27203799,human,True,other,,clinical_cohort,False,,,na,89.0,Eighty-nine CLAD patients out of 1191 screened patients ... were included,
27104933,human,True,rct,A total of 190 patients were randomly assigned 1:1,trial,True,We compared Everolimus versus mycophenolate mofetil,mTOR inhibitor,prevention,190.0,A total of 190 patients were randomly assigned 1:1,
27820781,ex_vivo_human,False,other,in a human ex vivo model of allogeneic T cell response,mechanistic_translational,False,,,na,60.0,"BECs from 35 LTx recipients (n = 22 stable, n = 13 BOS) and healthy controls (n = 25)",
27836956,human,True,other,created a cohort of 5707 patients,clinical_cohort,False,,,na,5707.0,created a cohort of 5707 patients,
27982503,mixed,True,other,Longitudinal investigation in LTRs,mechanistic_translational,False,,,na,94.0,"49 stable, 29 with BOS, and 16 with RAS",
28008659,human,True,cross_sectional,BALF was collected from 51 recipients,mechanistic_translational,False,,,na,51.0,BALF was collected from 51 recipients,
27941431,human,True,retrospective_cohort,This retrospective study,mechanistic_translational,False,,,na,,,
27367568,human,True,prospective_cohort,"Serial PRM measurements were performed prediagnosis, at time of BOS diagnosis, and postdiagnosis",mechanistic_translational,False,,,na,40.0,lung transplant recipients diagnosed with BOS (n = 20) and time-matched stable lung transplant recipients (n = 20),
27751774,human,True,retrospective_cohort,We performed a retrospective study,clinical_cohort,False,,,na,,,
27569962,human,True,retrospective_cohort,We conducted a retrospective review of 25 lung transplant patients with CLAD,clinical_cohort,True,Rabbit antithymocyte globulin (rATG) therapy,Induction agent,treatment_established_clad,25.0,retrospective review of 25 lung transplant patients,
27737799,animal,False,other,"Orthotopic LTx was performed in CB57BL/6, IL-17 WT and IL-17 KO mice.",mechanistic_translational,False,,,na,,,
27694251,human,True,retrospective_cohort,Included were 331 consecutive patients who underwent LTx performed at Harefield Hospital between January 2007 and January 2015.,clinical_cohort,True,zonal organ allocation system,Surgical / procedural,prevention,331.0,Included were 331 consecutive patients,
27564214,mixed,False,other,computational study,mechanistic_translational,False,,,na,,,
27561239,human,True,cross_sectional,Immunoglobulins (...) and complement (...) were quantified in lung lavage samples at the moment of BOS (n=15) or RAS (n=16) diagnosis; and were compared to stable transplant patients who served as control (n=14).,mechanistic_translational,False,,,na,45.0,BOS (n=15) or RAS (n=16) diagnosis; ... control (n=14),
27500238,human,True,registry,identified from the International Society for Heart and Lung Transplantation registry,registry,False,,,na,25583.0,A total of 25 583 patients transplanted between 1988 and 2011,
27779421,human,True,other,in a cohort study,mechanistic_translational,False,,,na,52.0,(n = 52),
27492519,human,True,retrospective_cohort,Observational study of lung transplant recipients surviving 20 years,clinical_cohort,False,,,na,21.0,There were 21 (16.4%) of 128 patients who survived over 20 years,
27469016,human,True,registry,Patients with CF entered in the International Society for Heart and Lung Transplantation registry,registry,False,,,na,4971.0,"The analysis included 4,971 patients undergoing lung transplantation for CF.",
27423681,human,True,retrospective_cohort,our retrospective study,mechanistic_translational,False,,,na,26.0,12 patients with and 14 patients without diagnosis of BOS were enrolled in the study,
27481680,human,True,retrospective_cohort,retrospectively reviewed the medical records and postoperative outcomes,clinical_cohort,True,lung transplantation (LTx) as a treatment option for severe BOS,Surgical / procedural,treatment_established_clad,9.0,9 patients,
27493971,human,True,retrospective_cohort,this retrospective study,clinical_cohort,False,,,na,119.0,HLA-E was genotyped in 119 recipients,
27381674,human,True,retrospective_cohort,Single-center results of recipients of lungs with prior EVLP were compared with consecutive recipients of non-EVLP lungs (controls) during the same period.,clinical_cohort,True,lungs with prior EVLP,Surgical / procedural,prevention,,,
27373824,human,True,retrospective_cohort,Patients' records were retrospectively reviewed.,clinical_cohort,False,,,na,134.0,One hundred thirty-four patients who underwent lung transplantation,
27381039,ex_vivo_human,False,other,,mechanistic_translational,False,,,na,,,
27500235,mixed,False,other,heterotopic tracheal transplant model mice,mechanistic_translational,True,"Ki16198, an antagonist specifically for LPA1 and LPA3, was daily administered into the heterotopic tracheal transplant model mice",Other pharmacological,prevention,,,
27498952,animal,False,other,,mechanistic_translational,False,,,na,,,
27368989,human,True,retrospective_cohort,Data from 208 recipients transplanted from November 1990 to November 2005 were analyzed.,clinical_cohort,False,,,na,208.0,Data from 208 recipients transplanted from November 1990 to November 2005 were analyzed.,
27338538,human,True,registry,retrospectively gathered from the United Network for Organ Sharing database,registry,False,,,na,7402.0,A total of 7402 lung transplant recipients met the inclusion and exclusion criteria.,
27272653,human,True,registry,UNOS registry data spanning 2005-2013 were used,registry,False,,,na,1587.0,The analysis included 1587 patients,
27347307,animal,False,other,employed a mouse model of tracheal transplantation,mechanistic_translational,True,blockade of HMGB1 alone or combined with heparanase (HPSE) attenuates the development of BOS,Other pharmacological,prevention,,,
27278097,human,True,cross_sectional,,mechanistic_translational,False,,,na,30.0,from 30 lung transplant recipients (LTxRs),
27248293,human,True,other,,mechanistic_translational,False,,,na,112.0,from 112 patients post-lung transplantation,
27215505,human,True,retrospective_cohort,A retrospective analysis between August 1992 and September 2014,clinical_cohort,False,,,na,34.0,34 patients were transplanted,
27614085,mixed,False,other,,mechanistic_translational,False,,,na,,,
27250563,human,True,rct,randomly assigned to MNC collection alternatively by the CMNC or MNC system,trial,True,two different automated systems: MNC and CMNC,Surgical / procedural,na,51.0,Fifty-one patients,
27358780,human,True,retrospective_cohort,This retrospective analysis included 73 patients with emphysema,clinical_cohort,True,patients undergoing single-lung transplantation (SL) (n = 40) or double-lung transplant (DL) (n = 33) were compared,Surgical / procedural,na,73.0,This retrospective analysis included 73 patients with emphysema,
27221998,human,True,retrospective_cohort,Included were 322 consecutive LTx performed at Harefield Hospital between January 2007 and December 2014.,clinical_cohort,True,portable normothermic continuous ex vivo perfusion using the organ care system (OCS),Surgical / procedural,prevention,322.0,Included were 322 consecutive LTx performed at Harefield Hospital,
27248598,human,True,other,,methods_or_review,False,,,na,,,
27340694,human,True,cross_sectional,pilot study,mechanistic_translational,False,,,na,21.0,"We studied 21 subjects (10 with ACR, 11 without ACR)",
27197771,human,False,other,review,methods_or_review,False,,,na,,,
27215188,human,True,other,,mechanistic_translational,False,,,na,90.0,We analyzed sCD59 serum concentrations in 90 LTx patients,
27435530,human,True,registry,Propensity-adjusted analysis was performed on data from the Scientific Registry of Transplant Recipients (SRTR),registry,True,use of extracorporeal membrane oxygenation (ECMO) as a bridge to lung re-transplantation,Surgical / procedural,na,854.0,A total of 854 adult re-LT recipients were identified,
27146340,human,True,retrospective_cohort,We reviewed 20 transbronchial lung biopsy (TBLB) specimen from patients,mechanistic_translational,False,,,na,20.0,We reviewed 20 transbronchial lung biopsy (TBLB) specimen,
27467538,human,True,retrospective_cohort,All lung transplant cases between January 2000 and July 2013 performed at our center were reviewed,clinical_cohort,False,,,na,563.0,563 total patients,
27212563,human,True,retrospective_cohort,assessed in a retrospective manner,clinical_cohort,False,,,na,53.0,A total of 53 patients with rCLAD were included,
27095000,human,True,retrospective_cohort,Rejection and infection were retrospectively analyzed.,clinical_cohort,False,,,na,61.0,We evaluated 61 lung recipients,
27078625,human,True,retrospective_cohort,"We retrospectively reviewed all lung transplants at our center from January 1, 2000 through August 31, 2012",clinical_cohort,False,,,na,562.0,all lung transplants at our center ... (n = 562),
27062199,mixed,False,other,,mechanistic_translational,False,,,na,,,
27061510,human,True,prospective_cohort,We included 63 patients undergoing lung transplantation at our center between October 2008 and May 2013.,clinical_cohort,False,,,na,63.0,We included 63 patients undergoing lung transplantation,
37661950,human,False,other,We estimated both direct and indirect costs for the first 10 years following BOS diagnosis,methods_or_review,False,,,na,,,
27129023,human,True,registry,The United Network for Organ Sharing (UNOS) database was queried from May 2005 to September 2013,registry,False,,,na,199.0,One hundred and ninety-nine patients with CF under 18 years of age,
27052747,human,True,retrospective_cohort,This retrospective report reviews the 25-year experience,clinical_cohort,False,,,na,278.0,"Between January 1990 and June 2014, 278 patients underwent lung transplantation",
26845386,human,True,retrospective_cohort,We retrospectively analyzed an LT cohort at Foch Hospital,clinical_cohort,False,,,na,206.0,Among 206 transplanted patients,
26887344,human,True,cross_sectional,verification cohort,mechanistic_translational,False,,,na,112.0,verification cohort (n = 112),
26829054,human,True,registry,The United Network for Organ Sharing database was queried,registry,True,"Therapies evaluated include anti-thymocyte globulin, anti-lymphocyte globulin, thymoglobulin, basiliximab, and alemtuzumab.",Induction agent,prevention,3405.0,"A total of 3,405 patients who underwent lung transplantation for COPD were enrolled",
26833657,human,True,registry,The United Network for Organ Sharing database was reviewed,registry,True,alemtuzumab and basiliximab induction therapy,Induction agent,prevention,6117.0,There were 6117 patients were identified,
26840975,human,True,retrospective_cohort,A retrospective analysis of LTx performed between January 2007 and September 2012 was done,clinical_cohort,False,,,na,237.0,A total of 237 LTx were performed during the study period,
26844425,mixed,False,other,Anti-H2K(b) was administered intrabronchially into Batf (-/-) and C57BL/6 mice,mechanistic_translational,False,,,na,,,
26718747,human,True,retrospective_cohort,ACR was reviewed in 643 scheduled biopsies from 44 CF (Group 1) versus 89 other recipients (Group 2),clinical_cohort,False,,,na,133.0,44 CF (Group 1) versus 89 other recipients (Group 2),
27002311,human,True,retrospective_cohort,One hundred seventy-five LTx undertaken at the Alfred Hospital between 2008 and 2012 met criteria.,clinical_cohort,False,,,na,175.0,One hundred seventy-five LTx undertaken at the Alfred Hospital between 2008 and 2012 met criteria.,
26787621,animal,False,other,using a minor alloantigen‒mismatched mouse orthotopic lung transplant model,mechanistic_translational,True,Lung transplant recipients received daily intraperitoneal injections of 2.5 μg halofuginone or vehicle alone.,Other pharmacological,prevention,,,
26714197,mixed,True,other,measured longitudinally,mechanistic_translational,False,,,na,,,
26820489,animal,False,other,Rats were subjected to weekly aspiration ... for 8 weeks following transplantation.,mechanistic_translational,True,"weekly aspiration of 0.5 ml/kg of WGF (n = 9), PRGF (n = 10), PNS (n = 9), or normal saline (control, NS; n = 9)",Other pharmacological,prevention,37.0,"WGF (n = 9), PRGF (n = 10), PNS (n = 9), or normal saline (control, NS; n = 9)",
27293822,animal,False,other,mouse model,mechanistic_translational,True,The effects of anti-IL-17A treatment in allograft recipients were investigated.,Antibody / biologic,prevention,,,
26755732,ex_vivo_human,False,other,Here we investigate the role of mTOR complex 1 (mTORC1) and mTORC2,mechanistic_translational,False,,,na,,,
26669584,human,True,retrospective_cohort,In a retrospective cohort study,clinical_cohort,False,,,na,383.0,72 patients with scleroderma with those of 311 patients with pulmonary fibrosis,
26697265,human,False,other,this article ... is intended as a review,methods_or_review,False,,,na,,,
26530270,human,True,retrospective_cohort,A retrospective analysis of 442 consecutive LTx performed at our institution in a 20-year period was conducted.,clinical_cohort,False,,,na,120.0,The study group included 120 consecutive CF patients,
26657575,human,True,retrospective_cohort,Bacterial strain typing was performed retrospectively,clinical_cohort,False,,,na,53.0,53 CF patients from our center received lung transplants,
26565010,human,True,retrospective_cohort,We retrospectively assessed clinical variables,clinical_cohort,False,,,na,250.0,in 250 LTRs,
27163544,human,True,other,Formalin-fixed paraffin-embedded tissue samples of 22 patients receiving a lung retransplantation due to BOS or RAS were collected.,mechanistic_translational,False,,,na,22.0,tissue samples of 22 patients receiving a lung retransplantation due to BOS or RAS,
26496787,human,True,registry,The UNOS database was queried for the period 1997 to 2013,registry,False,,,na,16959.0,"Of 16,959 first-time adult LTx recipients",
26888742,human,True,other,We describe our experience of lung transplantation for diffuse panbronchiolitis.,case_report_series,True,Lung transplantation is a viable option for the treatment of progressive diffuse panbronchiolitis resistant to long-term macrolide therapy.,Surgical / procedural,na,5.0,A total of 5 patients,
26452996,human,True,rct,"Phase 2b randomized, double-blind, placebo-controlled trial",trial,True,Subjects were randomized (1:1) to receive aerosolized ALN-RSV01 or placebo daily for 5 days.,Aerosolised / inhaled other,prevention,87.0,87 were randomized to receive ALN-RSV01 or placebo,
26493975,human,True,retrospective_cohort,This was a retrospective cohort study,clinical_cohort,True,Antireflux surgery (ARS),Antireflux surgery,prevention,48.0,Forty-eight subjects,
26508727,human,True,retrospective_cohort,This was a retrospective review of bilateral transplantations from 2005 to 2014.,clinical_cohort,True,En bloc lung transplant (EBLT) with bronchial artery revascularization (BAR),Surgical / procedural,prevention,119.0,There were 119 recipients comprising 88 BSLTs and 31 EBLTs.,
26517734,mixed,True,other,,mechanistic_translational,False,,,na,137.0,Analysis of 137 lung transplant donors,
27144793,human,True,retrospective_cohort,retrospectively identified cohort,clinical_cohort,False,,,na,,,
26451527,human,True,retrospective_cohort,retrospective statistical analysis,mechanistic_translational,False,,,na,74.0,37 LTR at time point of CLAD diagnosis and 37 LTR without any complication,
26429328,human,True,other,,clinical_cohort,False,,,na,195.0,analysed in 195 patients undergoing lung transplantation between June 2008 and June 2012,
26383085,human,True,retrospective_cohort,Patient medical records were retrospectively analyzed,clinical_cohort,False,,,na,1187.0,1187 patients were enrolled,
26707547,animal,False,other,A rat model of left lung allo-transplantation (F344-to-WKY) was used,mechanistic_translational,True,pirfenidone (alone or in combination with everolimus),Antifibrotic,prevention,,,
26476349,human,True,other,two cohorts with 18 patients each,mechanistic_translational,False,,,na,36.0,two cohorts with 18 patients each,
26342441,human,True,retrospective_cohort,retrospective evaluation of 63 patients,clinical_cohort,False,,,na,63.0,retrospective evaluation of 63 patients,
26339864,human,True,other,observational study including consecutive LTR recipients,clinical_cohort,True,prophylactic nebulized liposomal amphotericin B (n-LAB),Aerosolised / inhaled other,prevention,412.0,A total of 412 patients were included,
26308930,human,True,other,Serial bronchoalveolar lavage specimens were ultracentrifuged,mechanistic_translational,False,,,na,,,
26461171,human,True,other,single-center cohort of lung transplant recipients,mechanistic_translational,False,,,na,,,
26261598,animal,False,other,mice model of OB,mechanistic_translational,False,,,na,,,
26308240,animal,False,other,using an intrapulmonary tracheal transplant model of OB,mechanistic_translational,True,"a Syk-selective inhibitor, GSK2230413",Other pharmacological,prevention,,,
26204790,human,True,retrospective_cohort,correlated retrospectively with clinical parameters,clinical_cohort,False,,,na,120.0,single-center study of 120 lung transplant recipients,
26261607,animal,False,other,Mice orthotopic tracheal transplantation model was used,mechanistic_translational,False,,,na,,,
26967790,human,True,prospective_cohort,single-center cohort of 340 lung transplant recipients undergoing transplant during 2008 to 2011,clinical_cohort,False,,,na,340.0,a single-center cohort of 340 lung transplant recipients,
26302084,human,True,other,,mechanistic_translational,False,,,na,15.0,we assessed 15 bilateral lung transplant recipients,
26169663,human,True,retrospective_cohort,Data were abstracted from medical records,clinical_cohort,False,,,na,14.0,We describe clinical outcomes in 14 lung transplant recipients with telomerase mutations.,
26186804,human,True,retrospective_cohort,We retrospectively reviewed 110 lung transplant recipients,clinical_cohort,False,,,prevention,110.0,110 lung transplant recipients,
26168736,human,True,retrospective_cohort,"LTx recipients, transplanted between 2001 and 2012, were investigated and categorized",clinical_cohort,False,,,na,109.0,The study group (n=72) ... compared to the control group (n=37),
26177087,human,True,prospective_cohort,from a prospective study of mental health after lung transplantation,clinical_cohort,False,,,na,155.0,One hundred fifty-five recipients were studied.,
25979626,human,True,retrospective_cohort,spirometry data ... from pediatric subjects transplanted ... over a 10-year period were collated,clinical_cohort,False,,,na,50.0,Fifty subjects were included,
25981891,human,True,cross_sectional,In 24 post transplant patients with a range of severity in BOS status,mechanistic_translational,False,,,na,24.0,In 24 post transplant patients with a range of severity in BOS status,
26224473,human,True,cross_sectional,"FeNO, CalvNO and J'awNO were analysed in 30 healthy subjects and 27 stable LTX patients",mechanistic_translational,False,,,na,57.0,30 healthy subjects and 27 stable LTX patients,
26174800,animal,False,other,We used a mouse tracheal OB model,mechanistic_translational,True,systemic injection of CCN1-expressing adenoviral vectors,Other pharmacological,na,,,
26169666,human,True,retrospective_cohort,"retrospective, single-center study",clinical_cohort,False,,,na,304.0,study of 304 adult transplant recipients,
26113688,ex_vivo_human,False,cross_sectional,,mechanistic_translational,False,,,na,,,
25989360,human,True,retrospective_cohort,The aim of this retrospective study,clinical_cohort,False,,,na,124.0,HLA-G SNPs were genotyped in 124 recipients who underwent LTx,
25975883,human,True,other,,mechanistic_translational,True,We compared the two devices at different working temperatures,Extracorporeal photopheresis,na,,,
26112178,human,True,retrospective_cohort,retrospective cohort study,clinical_cohort,True,Extracorporeal photochemotherapy (ECP),Extracorporeal photopheresis,treatment_established_clad,,,
25904524,animal,False,other,modified delayed-tolerance-induction protocol,mechanistic_translational,True,modified delayed-tolerance-induction protocol,Cell therapy,prevention,,,
25881588,human,True,other,we conducted a non-randomized trial,trial,True,Antegrade lung preservation (AP) was performed in 173 patients and retrograde in situ perfusion (RP) in 36 patients,Surgical / procedural,prevention,209.0,A total of 209 consecutive recipients transplanted with low-potassium dextrane (LPD)-preserved lungs were eligible for analysis.,
25979625,mixed,True,cross_sectional,Biopsy specimens were obtained from 20 lung transplant recipients with BOS((+)) and 19 without BOS((-)),mechanistic_translational,False,,,na,39.0,20 lung transplant recipients with BOS((+)) and 19 without BOS((-)),
25940517,human,True,retrospective_cohort,included in this retrospective analysis,clinical_cohort,False,,,na,143.0,A total of 143 patients underwent re-LTx for CLAD,
25848314,human,True,retrospective_cohort,A literature search was conducted to identify cases,clinical_cohort,False,,,na,1007.0,"This resulted in 1,007 lung transplantation recipients",
26372850,human,True,prospective_cohort,Recipients were prospectively monitored for subsequent viremia.,mechanistic_translational,False,,,na,71.0,discovery (n = 43) and validation (n = 28) cohorts,
25922973,human,True,other,Serial FEV1 and FVC values were studied among 205 bilateral lung transplant recipients,clinical_cohort,False,,,na,205.0,among 205 bilateral lung transplant recipients,
25851200,human,True,retrospective_cohort,"From February 2008 to December 2011, 354 lung transplants were performed.",clinical_cohort,True,endovascular interventions for symptomatic lung transplant-related anastomotic pulmonary artery stenosis,Surgical / procedural,na,19.0,Pulmonary arteriography was performed in 19 patients,
25827676,human,True,retrospective_cohort,we performed a thorough review of the current results for re-LTx in the Nordic countries,clinical_cohort,False,,,na,75.0,Seventy-five patients,
25941328,mixed,False,other,Microarray analysis was performed in a murine model of anti-MHC-induced obliterative airway disease (OAD),mechanistic_translational,False,,,na,,,
25935436,human,True,other,,mechanistic_translational,False,,,na,431.0,431 lung transplant recipients,
25841614,human,True,prospective_cohort,analyzing peripheral blood taken at multiple time points after transplantation,mechanistic_translational,False,,,na,,,
25773063,animal,False,other,orthotopic mouse model,mechanistic_translational,False,,,na,,,
25777057,human,True,retrospective_cohort,"Between January 2007 and November 2013, 302 LTxs were performed in our institution",clinical_cohort,False,,,na,302.0,302 LTxs were performed in our institution,
26372728,human,True,rct,randomized controlled trial comparing prophylactic treatment with placebo (n = 43) versus azithromycin (n = 40),trial,True,prophylactic treatment with placebo (n = 43) versus azithromycin (n = 40),Azithromycin / macrolide,prevention,83.0,placebo (n = 43) versus azithromycin (n = 40),
25727073,animal,False,other,mouse orthotopic tracheal transplant model,mechanistic_translational,True,"when combined with cyclosporine, elafin effectively preserved airway microvascular perfusion and oxygenation",Other pharmacological,prevention,,,
25819270,human,False,other,This paper represents the author's overview,methods_or_review,False,,,na,,,
25707585,human,True,registry,The United Network for Organ Sharing database was queried from 1987 to 2013,registry,False,,,na,930.0,Of 930 pediatric lung transplants,
25714615,human,True,rct,placebo-controlled trial,trial,True,"azithromycin (250 mg alternate days, 12 weeks) with placebo",Azithromycin / macrolide,treatment_established_clad,48.0,48 patients were randomised,
25662904,human,False,other,,methods_or_review,False,,,na,,,
25816104,human,True,cross_sectional,Seventy-six recipients of double lung allografts who underwent MR imaging of the lungs during an outpatient visit between 2011 and 2013 were included in this study,mechanistic_translational,False,,,na,76.0,Seventy-six recipients of double lung allografts,
25659973,human,True,retrospective_cohort,The study design was a retrospective review of the prospectively collected data.,clinical_cohort,False,,,na,88.0,a total of 88 LTx were performed in patients with COPD,
25651312,human,True,cross_sectional,,mechanistic_translational,False,,,na,,,
25683785,human,True,other,A three-state Cox semi-Markovian model was used,clinical_cohort,False,,,na,,,
25753833,human,True,retrospective_cohort,"Between December 2011 and May 2014, 52 LTx recipients developed 56 episodes of symptomatic RSV infection",clinical_cohort,True,Oral ribavirin (20 mg/kg/day) was given by day 2 in 53 of 56 episodes,Other pharmacological,na,52.0,52 LTx recipients,
25651311,human,True,retrospective_cohort,Retrospective Single-Center Analysis of Outcomes,clinical_cohort,True,Celsior solution was used in our clinical lung transplant program. Data were compared with our historic LPD cohort.,Other pharmacological,prevention,417.0,209 consecutive lung transplantations were performed with LPD. These were compared to 208 transplants between February 2005 and September 2007 with Celsior.,
25628788,animal,False,other,prepare the obliterative bronchiolitis (OB) animal model,mechanistic_translational,False,,,na,,,
25695787,mixed,False,other,Heterotopic bronchus transplantation was performed in 33 NOD.rag(−/−)γc(−/−) mice,mechanistic_translational,False,,,na,,,
25687798,human,True,retrospective_cohort,We performed a retrospective study on 442 patients,clinical_cohort,False,,,na,442.0,on 442 patients,
25489125,human,False,other,,methods_or_review,False,,,na,,,
25488753,human,True,prospective_cohort,We prospectively enrolled 63 LTx recipients,mechanistic_translational,False,,,na,63.0,We prospectively enrolled 63 LTx recipients,
28514585,human,False,other,,methods_or_review,False,,,na,,,
25533723,human,True,other,,clinical_cohort,False,,,na,58.0,A total of 58 consecutive lung transplant patients were included in the study.,
25499141,human,True,retrospective_cohort,A chart review was conducted,clinical_cohort,False,,,na,,,
25476845,human,True,retrospective_cohort,This retrospective single-center study included all lung transplants performed between September 2008 and December 2012.,clinical_cohort,True,recipients of EVLP-treated lungs compared with contemporaneous recipients of conventional donor lungs,Surgical / procedural,prevention,403.0,Of 403 lung transplants that were performed,
25478178,mixed,False,other,,mechanistic_translational,False,,,na,,,
25447582,human,True,prospective_cohort,Eighty-six LTxRs underwent 325 serial FeNO measurements,clinical_cohort,False,,,na,86.0,Eighty-six LTxRs,
25479016,human,True,cross_sectional,patients with and without BOS after LTx,clinical_cohort,False,,,na,56.0,measurements of flow in the main pulmonary artery and ascending aorta were performed in 56 lung transplant patients,
25444368,human,True,retrospective_cohort,This was a retrospective cohort study,clinical_cohort,False,,,na,30.0,Thirty patients,
25649290,human,True,cross_sectional,miRNA profiling of mononuclear cells from 10 stable LT ... 10 LT with DSA(+) BOS(-) ... and 10 LT with DSA(+) BOS(+) ... were performed,mechanistic_translational,False,,,na,30.0,10 stable LT ... 10 LT with DSA(+) BOS(-) ... and 10 LT with DSA(+) BOS(+),
25468952,human,True,retrospective_cohort,"Clinical course, pulmonary function and radiological findings were reviewed retrospectively in all the 38 patients",clinical_cohort,False,,,na,38.0,Among 38 patients who survived more than 3 months after LDLLT,
25443870,human,True,prospective_cohort,We prospectively screened 445 LTRs for DSA ... and evaluated clinical outcomes.,clinical_cohort,False,,,na,445.0,We prospectively screened 445 LTRs,
25447575,human,True,retrospective_cohort,A retrospective observational study was conducted,clinical_cohort,True,preemptive treatment protocol,Antibody / biologic,prevention,500.0,Among the 500 transplant recipients,
25732447,human,False,other,"Herein, we discuss the broadening spectrum of these pulmonary syndromes",methods_or_review,False,,,na,,,
25447585,human,False,cross_sectional,A web-based survey was designed and distributed,methods_or_review,False,,,na,87.0,Eighty-seven respondents from the Pulmonary Council of the ISHLT responded to this survey.,
25412223,human,True,retrospective_cohort,A retrospective review was conducted of LTX recipients,clinical_cohort,False,,,na,34.0,Of 34 LTX recipients identified,
25524280,animal,False,other,rat acute rejection model,mechanistic_translational,False,,,na,,,
25358842,human,True,retrospective_cohort,We conducted a retrospective cohort study,clinical_cohort,False,,,na,397.0,including 397 bilateral lung recipients,
25387861,human,True,other,We report on 20 patients,clinical_cohort,True,"received extracorporeal CO2 removal (ECCO2-R) by means of the interventional lung assist (ILA®, Novalung) as bridge to LTX",Surgical / procedural,na,20.0,We report on 20 patients,
25420846,human,True,other,This case series compared patients with IIM who underwent transplantation,case_report_series,True,lung transplantation (LTx),Surgical / procedural,na,5.0,From the 5 IIM patients with associated ILD,
25394537,human,True,prospective_cohort,prospectively treated,clinical_cohort,True,azithromycin,Azithromycin / macrolide,prevention,15.0,Fifteen lung transplant recipients,
25443001,human,True,retrospective_cohort,We retrospectively reviewed the data of 342 patients,clinical_cohort,False,,,na,342.0,342 patients,
25266074,human,True,retrospective_cohort,All 514 consecutive lung transplants (LTx) performed between Jan 2000 and Oct 2011 were included.,clinical_cohort,False,,,na,514.0,All 514 consecutive lung transplants (LTx) performed between Jan 2000 and Oct 2011 were included.,
