pmid,source_format,outcome_role,study_design,study_design_llm,study_design_meta,design_disagreement,sample_size,followup,funding,missing_data_handled,strobe_cited,is_interventional_ft,intervention,intervention_intent,trial_registered,registration_id,primary_exposure,exposure_measure,exposure_estimate,exposure_ci,exposure_significant,survival_method,time_varying_covariates,multiplicity_addressed,n_clad_events,n_covariates_in_model,events_per_variable,adjustment_set,n_adjusted,protocol,model,extracted,score_indication_mix,adj_indication_mix,score_procedure,adj_procedure,score_era,adj_era,score_center_structure,adj_center_structure,score_sample_followup,adj_sample_followup,score_donor_type,adj_donor_type,score_evlp,adj_evlp,score_race_ethnicity,adj_race_ethnicity,score_cmv_dr,adj_cmv_dr,score_hla_mismatch,adj_hla_mismatch,score_pre_tx_dsa,adj_pre_tx_dsa,score_de_novo_dsa,adj_de_novo_dsa,score_induction,adj_induction,score_maintenance_is,adj_maintenance_is,score_acr,adj_acr,score_amr,adj_amr,score_pgd,adj_pgd,score_cmv_events,adj_cmv_events,score_resp_viral,adj_resp_viral,score_colonization,adj_colonization,score_gerd,adj_gerd,score_azithromycin,adj_azithromycin,score_telomere,adj_telomere,score_pre_tx_is,adj_pre_tx_is,score_antifibrotic,adj_antifibrotic,score_cni_ipv,adj_cni_ipv,score_cyp3a5,adj_cyp3a5,score_nonhla_ab,adj_nonhla_ab,score_eplet_mm,adj_eplet_mm,score_clad_definition,adj_clad_definition,score_phenotyping,adj_phenotyping,score_nrad_exclusion,adj_nrad_exclusion,score_clad_staging,adj_clad_staging,score_baseline_fev1,adj_baseline_fev1,score_competing_risk,adj_competing_risk,score_followup_censoring,adj_followup_censoring,min_set_met,n_minset,year,era,journal,publisher,country,group_key,is_multicenter_or_registry,design_meta,tier,design_adjudicated,species,clinical,class_intervention,class_intent,evaluates_intervention,study_design_ab,sample_n_ab,study_type,is_interventional,intent_adjudicated,n_adjusted_grounded,model_type,clad_method,n_covariates_clad,clad_covariates,cite_count,rcr,nih_pctl,cites_per_year
30692045,xml,secondary,prospective_cohort,prospective_cohort,,False,106.0,Median follow-up time was 36·3 months.,public_nonprofit,unclear,False,False,,na,yes,NCT01985412; NCT02423070,Average %ddcfDNA over the initial three months (avddDNA),HR,6.63,1.59–19.92,True,cox_ph,no,yes,,,,acr;race_ethnicity,2,"clad-audit v0.7 (2026-08-06): v0.6 + registry design reconciliation (metadata registry overrides LLM, like rct)",gpt-5.6-luna,2026-08-06,full,False,full,False,not,False,full,False,partial,False,not,False,not,False,full,True,full,False,full,False,partial,False,not,False,full,False,not,False,full,True,partial,False,full,False,full,False,full,False,partial,False,partial,False,not,False,not,False,not,False,na,False,na,False,na,False,not,False,not,False,partial,False,not,False,not,False,partial,False,not,False,partial,False,partial,False,False,4,2019,post,EBioMedicine,Elsevier BV,United States,valantine ha|united states,True,,OA,False,human,True,,na,False,prospective_cohort,106.0,clinical_cohort,False,False,7,multivariable,cox_ph,6.0,avddDNA;Sex;Race;transplantation reason;Acute rejection episodes;Study cohort,121.0,6.219522611128418,94.5,17.29
30705675,pdf,primary,other,other,,False,144.0,Mean follow-up (months) 61.2 ± 36.8,none_stated,yes,False,False,,na,unclear,,Patient PTPN22 rs2476601 genotype,OR,4.400,1.563–12.390,True,cox_ph,unclear,yes,44.0,2.0,22.0,,0,"clad-audit v0.7 (2026-08-06): v0.6 + registry design reconciliation (metadata registry overrides LLM, like rct)",gpt-5.6-luna,2026-08-06,full,False,full,False,full,False,not,False,partial,False,not,False,not,False,not,False,partial,False,not,False,not,False,not,False,not,False,full,False,partial,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,na,False,not,False,na,False,partial,False,na,False,full,False,full,False,not,False,not,False,not,False,not,False,partial,False,False,3,2018,pre,Frontiers in immunology,Frontiers Media SA,Netherlands,otten hg|netherlands,False,,OA,False,human,True,,na,False,retrospective_cohort,144.0,mechanistic_translational,False,False,0,multivariable,cox_ph,2.0,the risk allele for PTPN22;age at time of LTx,7.0,0.37271138952551,22.5,1.0
30712278,pdf,secondary,retrospective_cohort,retrospective_cohort,,False,1110.0,33.6 and 35.3 months,none_stated,unclear,False,False,,na,unclear,,Donor pulmonary arterial embolism,other,70.4% vs. 55.1% CLAD-free survival at 5 years,,True,km_logrank,no,no,,,,,0,"clad-audit v0.7 (2026-08-06): v0.6 + registry design reconciliation (metadata registry overrides LLM, like rct)",gpt-5.6-luna,2026-08-12,full,False,partial,False,full,False,full,False,partial,False,not,False,partial,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,full,False,not,False,not,False,partial,False,not,False,not,False,not,False,not,False,not,False,na,False,na,False,not,False,na,False,partial,False,not,False,not,False,partial,False,partial,False,not,False,partial,False,False,0,2019,post,Transplant international : official journal of the European Society for Organ Transplantation,Frontiers Media SA,Germany,warnecke g|germany,False,,OA,False,human,True,,na,False,retrospective_cohort,1085.0,clinical_cohort,False,False,0,univariable_only,km_logrank,,,18.0,1.2623198922951402,58.4,2.57
30723292,pdf,descriptor,other,other,,False,24.0,,public_nonprofit,unclear,False,False,,na,unclear,,,,,,,none,unclear,no,,,,,0,"clad-audit v0.7 (2026-08-06): v0.6 + registry design reconciliation (metadata registry overrides LLM, like rct)",gpt-5.6-luna,2026-08-06,full,False,not,False,not,False,partial,False,partial,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,partial,False,not,False,not,False,not,False,na,False,na,False,not,False,na,False,full,False,full,False,not,False,not,False,partial,False,na,False,na,False,False,0,2019,post,"Modern pathology : an official journal of the United States and Canadian Academy of Pathology, Inc",Elsevier BV,Belgium,vanaudenaerde bm|belgium,False,,OA,False,ex_vivo_human,False,,na,False,other,6.0,mechanistic_translational,False,False,0,none,none,,,17.0,0.9365423081657234,48.1,2.43
30726919,pdf,secondary,retrospective_cohort,retrospective_cohort,,False,230.0,51 ± 41 months,none_stated,unclear,False,False,extracorporeal membrane oxygenation bridging,prevent_clad,unclear,,ECMO bridging and retransplantation status,,,,True,km_logrank,no,yes,,,,,0,"clad-audit v0.7 (2026-08-06): v0.6 + registry design reconciliation (metadata registry overrides LLM, like rct)",gpt-5.6-luna,2026-08-12,full,False,not,False,full,False,full,False,partial,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,full,False,not,False,not,False,not,False,not,False,partial,False,not,False,not,False,not,False,na,False,na,False,not,False,na,False,full,False,full,False,full,False,partial,False,full,False,not,False,partial,False,False,0,2019,post,Interactive cardiovascular and thoracic surgery,Oxford University Press (OUP),United States,aubert jd|united states,True,,Other-paywall,False,human,True,Extracorporeal support,na,True,retrospective_cohort,230.0,clinical_cohort,True,False,0,univariable_only,km_logrank,,,9.0,0.5383942339026366,31.0,1.29
30728330,pdf,secondary,other,other,,False,,up to 2 months,public_nonprofit,unclear,False,True,EBI2 inhibitor NIBR189,prevent_clad,no,,EBI2 inhibition,other,,,,none,unclear,no,,,,,0,"clad-audit v0.7 (2026-08-06): v0.6 + registry design reconciliation (metadata registry overrides LLM, like rct)",gpt-5.6-luna,2026-08-06,not,False,not,False,not,False,not,False,partial,False,not,False,not,False,not,False,not,False,full,False,not,False,not,False,full,False,not,False,not,False,partial,False,not,False,not,False,not,False,not,False,not,False,not,False,na,False,na,False,na,False,na,False,na,False,not,False,not,False,partial,False,not,False,not,False,not,False,not,False,na,False,na,False,False,2,2019,post,JCI insight,American Society for Clinical Investigation,Germany,eickelberg o|germany,True,,OA,False,animal,False,Other,prevention,True,other,,mechanistic_translational,True,False,0,none,none,,,34.0,1.452665056056054,63.2,4.86
30735591,pdf,secondary,retrospective_cohort,retrospective_cohort,,False,68.0,median 184 months (41–317),public_nonprofit,no,False,False,,na,unclear,,heart-lung versus double-lung transplantation,,,,False,km_logrank,no,no,,,,,0,"clad-audit v0.7 (2026-08-06): v0.6 + registry design reconciliation (metadata registry overrides LLM, like rct)",gpt-5.6-luna,2026-08-12,full,False,full,False,full,False,full,False,full,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,full,False,full,False,not,False,not,False,partial,False,not,False,not,False,not,False,not,False,not,False,na,False,not,False,na,False,partial,False,na,False,not,False,na,False,full,False,not,False,not,False,partial,False,not,False,not,False,full,False,False,1,2019,post,Transplant international : official journal of the European Society for Organ Transplantation,Frontiers Media SA,Belgium,van raemdonck d|belgium,False,,OA,False,human,True,Transplant type / technique,prevention,True,retrospective_cohort,68.0,clinical_cohort,True,False,0,univariable_only,km_logrank,,,37.0,2.0054180238714436,73.5,5.29
30781765,xml,secondary,retrospective_cohort,retrospective_cohort,,False,60.0,,unclear,unclear,False,False,,na,unclear,,BAL cfDNA and CXCL10,HR,,,True,cox_ph,unclear,yes,,3.0,,,0,"clad-audit v0.7 (2026-08-06): v0.6 + registry design reconciliation (metadata registry overrides LLM, like rct)",gpt-5.6-luna,2026-08-06,not,False,not,False,not,False,full,False,partial,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,na,False,na,False,na,False,na,False,na,False,not,False,na,False,partial,False,full,False,not,False,not,False,not,False,not,False,not,False,False,0,2019,post,Journal of clinical medicine,MDPI AG,United States,sarwal mm|united states,True,,OA,False,human,True,,na,False,other,60.0,mechanistic_translational,False,False,0,multivariable,logistic,3.0,cfDNA;CXCL10;the interaction of cfDNA and CXCL10,28.0,1.7245590415172338,68.9,4.0
30781848,xml,descriptor,other,other,,False,13.0,,none_stated,unclear,False,False,,na,unclear,,,,,,,none,unclear,unclear,,,,,0,"clad-audit v0.7 (2026-08-06): v0.6 + registry design reconciliation (metadata registry overrides LLM, like rct)",gpt-5.6-luna,2026-08-06,not,False,partial,False,not,False,not,False,partial,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,full,False,partial,False,not,False,not,False,not,False,partial,False,not,False,partial,False,full,False,not,False,not,False,not,False,not,False,na,False,not,False,na,False,full,False,partial,False,partial,False,full,False,partial,False,na,False,na,False,False,2,2019,post,High-throughput,MDPI AG,Italy,meloni f|italy,False,,OA,False,human,True,,na,False,cross_sectional,,mechanistic_translational,False,False,0,none,none,,,9.0,0.5472509069377827,31.5,1.29
30790054,pdf,primary,retrospective_cohort,retrospective_cohort,,False,97.0,,none_stated,unclear,False,False,,na,unclear,,Living-donor lobar lung transplantation versus cadaveric lung transplantation,other,,,True,km_logrank,unclear,no,34.0,,,,0,"clad-audit v0.7 (2026-08-06): v0.6 + registry design reconciliation (metadata registry overrides LLM, like rct)",gpt-5.6-luna,2026-08-12,full,False,full,False,full,False,full,False,partial,False,not,False,not,False,not,False,partial,False,full,False,not,False,not,False,not,False,full,False,partial,False,not,False,partial,False,not,False,not,False,not,False,full,False,not,False,not,False,full,False,not,False,not,False,na,False,not,False,not,False,full,False,full,False,partial,False,partial,False,full,False,partial,False,full,False,False,4,2019,post,Surgery today,Springer Science and Business Media LLC,Japan,oto t|japan,False,,OA,False,human,True,Transplant type / technique,prevention,True,retrospective_cohort,97.0,clinical_cohort,True,False,0,univariable_only,km_logrank,,,21.0,1.46674346242836,63.6,3.0
30793380,pdf,secondary,retrospective_cohort,retrospective_cohort,,False,158.0,,public_nonprofit,unclear,False,False,,na,unclear,,diverticular surgery,HR,1.86,0.78–4.40,False,cox_ph,no,no,,,,acr,1,"clad-audit v0.7 (2026-08-06): v0.6 + registry design reconciliation (metadata registry overrides LLM, like rct)",gpt-5.6-luna,2026-08-12,full,False,full,False,full,False,full,False,partial,False,not,False,not,False,full,False,not,False,not,False,not,False,not,False,full,False,full,False,partial,True,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,na,False,na,False,partial,False,na,False,not,False,na,False,partial,False,not,False,not,False,partial,False,not,False,not,False,not,False,False,2,2019,post,Transplant international : official journal of the European Society for Organ Transplantation,Frontiers Media SA,United States,lowery em|united states,False,,OA,False,human,True,Surgical (other),na,True,retrospective_cohort,158.0,clinical_cohort,True,False,0,multivariable,cox_ph,2.0,diverticular surgery;acute rejection at 1 year,2.0,0.1786477131876577,11.7,0.29
30794945,pdf,secondary,prospective_cohort,prospective_cohort,,False,44.0,,public_nonprofit,no,False,False,,na,unclear,,Pre-transplant autoantibodies,other,,,True,km_logrank,no,unclear,9.0,,,,0,"clad-audit v0.7 (2026-08-06): v0.6 + registry design reconciliation (metadata registry overrides LLM, like rct)",gpt-5.6-luna,2026-08-06,full,False,full,False,full,False,full,False,partial,False,not,False,not,False,full,False,not,False,not,False,partial,False,full,False,partial,False,full,False,partial,False,partial,False,full,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,na,False,full,False,not,False,full,False,partial,False,not,False,full,False,full,False,not,False,not,False,False,3,2019,post,Transplant immunology,Elsevier BV,United States,kaza v|united states,True,,OA,False,human,True,,na,False,prospective_cohort,44.0,mechanistic_translational,False,False,0,univariable_only,km_logrank,,,19.0,1.0780383077301372,52.9,2.71
30819647,pdf,secondary,cross_sectional,cross_sectional,,False,,,public_nonprofit,unclear,False,False,,na,unclear,,TGF-β1 levels,HR,2.77,95% CI 1.1-7.1,True,km_logrank,unclear,no,,,,,0,"clad-audit v0.7 (2026-08-06): v0.6 + registry design reconciliation (metadata registry overrides LLM, like rct)",gpt-5.6-luna,2026-08-06,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,na,False,na,False,na,False,na,False,na,False,not,False,na,False,partial,False,full,False,not,False,not,False,not,False,not,False,not,False,False,0,2019,post,The Journal of heart and lung transplantation : the official publication of the International Society for Heart Transplantation,Elsevier BV,Belgium,verleden se|belgium,True,,OA,False,mixed,False,,na,False,other,,mechanistic_translational,False,False,0,none,none,,,19.0,0.9466640287716436,48.4,2.71
30849195,pdf,descriptor,prospective_cohort,prospective_cohort,,False,83.0,,public_nonprofit,unclear,False,False,,na,unclear,,lymphocytic bronchitis / acute cellular rejection pathology,,,,,none,unclear,unclear,,,,,0,"clad-audit v0.7 (2026-08-06): v0.6 + registry design reconciliation (metadata registry overrides LLM, like rct)",gpt-5.6-luna,2026-08-12,full,False,full,False,not,False,not,False,partial,False,not,False,not,False,full,False,partial,False,partial,False,not,False,not,False,not,False,full,False,full,False,partial,False,not,False,not,False,full,False,not,False,not,False,full,False,not,False,na,False,na,False,not,False,na,False,not,False,not,False,partial,False,not,False,not,False,partial,False,not,False,na,False,na,False,False,5,2019,post,Clinical transplantation,Wiley,,blanc pd|,False,,OA,False,human,True,,na,False,other,24.0,mechanistic_translational,False,False,0,none,none,,,20.0,1.031973972053524,51.4,2.86
30852096,pdf,secondary,retrospective_cohort,retrospective_cohort,,False,57.0,"median time after transplantation of 29.1 and 24.7 months, respectively",none_stated,unclear,False,False,,na,unclear,,Extended criteria donor versus standard criteria donor lungs,,,,False,km_logrank,unclear,unclear,,,,,0,"clad-audit v0.7 (2026-08-06): v0.6 + registry design reconciliation (metadata registry overrides LLM, like rct)",gpt-5.6-luna,2026-08-12,full,False,full,False,full,False,full,False,partial,False,not,False,partial,False,not,False,not,False,not,False,not,False,full,False,not,False,not,False,partial,False,not,False,full,False,not,False,not,False,not,False,not,False,not,False,na,False,na,False,not,False,na,False,na,False,not,False,not,False,partial,False,not,False,not,False,partial,False,not,False,not,False,partial,False,False,1,2019,post,The Journal of heart and lung transplantation : the official publication of the International Society for Heart Transplantation,Elsevier BV,Germany,warnecke g|germany,True,,Elsevier,False,human,True,Donor selection,na,True,retrospective_cohort,57.0,clinical_cohort,True,False,0,univariable_only,km_logrank,,,16.0,1.011429978076247,50.7,2.29
30884067,pdf,secondary,retrospective_cohort,retrospective_cohort,,False,137.0,median 4.1 years (IQR 2.1-6.2 years),unclear,no,False,False,valganciclovir prophylaxis and CMV viral load monitoring,prevent_clad,unclear,,CMV viremia,,,,False,km_logrank,unclear,no,,,,,0,"clad-audit v0.7 (2026-08-06): v0.6 + registry design reconciliation (metadata registry overrides LLM, like rct)",gpt-5.6-luna,2026-08-12,partial,False,partial,False,full,False,full,False,full,False,not,False,not,False,not,False,full,False,not,False,not,False,not,False,partial,False,partial,False,partial,False,not,False,not,False,full,False,not,False,partial,False,not,False,not,False,not,False,partial,False,na,False,not,False,na,False,not,False,na,False,partial,False,partial,False,not,False,partial,False,not,False,partial,False,full,False,False,3,2019,post,Transplant infectious disease : an official journal of the Transplantation Society,Wiley,Australia,boan p|australia,False,,Wiley,False,human,True,,na,False,other,137.0,clinical_cohort,False,False,0,none,none,,,12.0,0.7732813784517084,41.7,1.71
30924986,pdf,primary,retrospective_cohort,retrospective_cohort,,False,7.0,,none_stated,unclear,False,False,,na,unclear,,Pre-transplant Mycobacterium abscessus infection,HR,0.68,0.15-3.13,False,cox_ph,no,na,2.0,,,,0,"clad-audit v0.7 (2026-08-06): v0.6 + registry design reconciliation (metadata registry overrides LLM, like rct)",gpt-5.6-luna,2026-08-12,full,False,full,False,full,False,full,False,partial,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,full,False,na,False,na,False,na,False,na,False,na,False,not,False,na,False,partial,False,not,False,not,False,partial,False,partial,False,not,False,not,False,False,0,2019,post,Transplant infectious disease : an official journal of the Transplantation Society,Wiley,,hays sr|,False,,Wiley,False,human,True,,na,False,retrospective_cohort,7.0,clinical_cohort,False,False,0,univariable_only,cox_ph,,,22.0,1.371568220873388,61.3,3.14
30978332,pdf,secondary,other,other,,False,262.0,"median of 2.8 years (interquartile range, 1.2-5.1)",mixed,unclear,False,False,,na,unclear,,"Rare variants in TERT, RTEL1, or PARN",HR,2.88,1.42-5.87,True,cox_ph,unclear,unclear,71.0,5.0,14.2,acr;pgd;procedure,3,"clad-audit v0.7 (2026-08-06): v0.6 + registry design reconciliation (metadata registry overrides LLM, like rct)",gpt-5.6-luna,2026-08-12,full,False,full,True,not,False,full,False,full,False,not,False,not,False,full,False,not,False,not,False,not,False,not,False,not,False,not,False,full,True,not,False,full,True,full,False,not,False,not,False,not,False,not,False,full,False,not,False,not,False,partial,False,na,False,not,False,na,False,partial,False,full,False,not,False,partial,False,not,False,not,False,partial,False,False,1,2019,post,Chest,Elsevier BV,,palmer sm|,False,,Elsevier,False,human,True,,na,False,retrospective_cohort,262.0,clinical_cohort,False,False,4,multivariable,cox_ph,5.0,age at transplant;type of transplant;sex;primary graft dysfunction (PGD);AR score,67.0,3.2063719263780985,85.3,9.57
30990794,pdf,descriptor,other,other,,False,,,public_nonprofit,unclear,False,True,club cell ablation,prevent_clad,no,,club cell depletion,other,,,,none,unclear,unclear,,,,,0,"clad-audit v0.7 (2026-08-06): v0.6 + registry design reconciliation (metadata registry overrides LLM, like rct)",gpt-5.6-luna,2026-08-06,not,False,not,False,not,False,not,False,partial,False,not,False,not,False,not,False,not,False,not,False,not,False,partial,False,full,False,not,False,not,False,not,False,not,False,not,False,partial,False,partial,False,partial,False,not,False,na,False,na,False,na,False,na,False,na,False,not,False,na,False,partial,False,not,False,not,False,not,False,not,False,na,False,na,False,False,0,2019,post,JCI insight,American Society for Clinical Investigation,United States,gelman ae|united states,True,,OA,False,animal,False,,na,False,other,,mechanistic_translational,False,False,0,none,none,,,37.0,1.593622865968367,66.3,5.29
30992538,xml,secondary,retrospective_cohort,retrospective_cohort,,False,275.0,30.4 months (IQR 14.9–64.3),public_nonprofit,unclear,False,False,,na,unclear,,SLCO1B3 polymorphisms,HR,7.76,1.37–44.04,True,cox_ph,no,no,154.0,7.0,22.0,,0,"clad-audit v0.7 (2026-08-06): v0.6 + registry design reconciliation (metadata registry overrides LLM, like rct)",gpt-5.6-luna,2026-08-06,full,False,full,False,full,False,full,False,full,False,not,False,not,False,full,False,not,False,not,False,not,False,not,False,full,False,full,False,full,False,not,False,full,False,not,False,not,False,not,False,not,False,partial,False,not,False,not,False,na,False,partial,False,not,False,not,False,na,False,full,False,not,False,not,False,partial,False,not,False,not,False,partial,False,False,2,2020,post,The pharmacogenomics journal,Springer Science and Business Media LLC,United States,gelman a|united states,False,,OA,False,human,True,,na,False,retrospective_cohort,275.0,clinical_cohort,False,False,1,none,none,,,22.0,1.754042235518292,69.4,3.67
31002407,pdf,primary,retrospective_cohort,retrospective_cohort,,False,45.0,1.8 years after CLAD onset,public_nonprofit,unclear,False,False,,na,unclear,,BAL M30 and M65 levels,HR,2.37,"95% CI (1.27, 4.43)",True,cox_ph,unclear,no,,,,,0,"clad-audit v0.7 (2026-08-06): v0.6 + registry design reconciliation (metadata registry overrides LLM, like rct)",gpt-5.6-luna,2026-08-12,full,False,not,False,not,False,full,False,partial,False,not,False,not,False,not,False,full,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,partial,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,na,False,na,False,not,False,not,False,full,False,full,False,not,False,partial,False,full,False,partial,False,partial,False,False,1,2019,post,Transplant international : official journal of the European Society for Organ Transplantation,Frontiers Media SA,Canada,martinu t|canada,True,,OA,False,human,True,,na,False,retrospective_cohort,45.0,mechanistic_translational,False,False,1,univariable_only,other,,,19.0,0.8771698230238799,45.9,2.71
31022070,pdf,primary,retrospective_cohort,retrospective_cohort,,False,84.0,median duration from lung transplantation to V/P SPECT/CT was 1600 days (range: 101–6622 days),none_stated,unclear,False,False,,na,unclear,,Functional lung volume/morphological lung volume ratio,other,AUC 0.97 and 0.99,0.939–1.000 and 0.977–1.000,True,other,no,unclear,17.0,,,,0,"clad-audit v0.7 (2026-08-06): v0.6 + registry design reconciliation (metadata registry overrides LLM, like rct)",gpt-5.6-luna,2026-08-12,not,False,full,False,not,False,full,False,full,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,partial,False,na,False,na,False,na,False,na,False,na,False,not,False,na,False,full,False,partial,False,not,False,partial,False,partial,False,na,False,na,False,False,0,2019,post,Nuclear medicine communications,Ovid Technologies (Wolters Kluwer Health),Japan,takeda y|japan,False,,OA,False,human,True,,na,False,retrospective_cohort,84.0,clinical_cohort,False,False,0,none,none,,,8.0,0.539715720881355,31.1,1.14
31026404,pdf,primary,retrospective_cohort,retrospective_cohort,,False,203.0,1.4 years (interquartile range [IQR]=0.6-2.8 years),none_stated,unclear,False,False,plasmapheresis,prevent_clad,unclear,,Pre-transplant donor-specific antibodies,HR,1.0,0.5-2.3,False,cox_ph,no,unclear,46.0,7.0,6.6,acr;cmv_dr;era;indication_mix;induction,5,"clad-audit v0.7 (2026-08-06): v0.6 + registry design reconciliation (metadata registry overrides LLM, like rct)",gpt-5.6-luna,2026-08-12,full,True,full,False,full,True,full,False,full,False,not,False,not,False,full,False,partial,True,not,False,full,False,full,False,partial,True,partial,False,full,True,full,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,na,False,not,False,not,False,na,False,partial,False,not,False,partial,False,full,False,not,False,full,False,not,False,not,False,partial,False,False,4,2019,post,Annals of the American Thoracic Society,Oxford University Press (OUP),,goldberg hj|,True,,OA,False,human,True,Antibody / biologic,prevention,True,retrospective_cohort,203.0,clinical_cohort,True,False,7,multivariable,cox_ph,7.0,age;LAS;ATG induction;bilateral transplant;CMV mismatch status;ACR score;native lung disease,32.0,1.912395706112062,72.1,4.57
31034639,pdf,secondary,retrospective_cohort,retrospective_cohort,,False,204.0,,public_nonprofit,unclear,False,False,Telehealth follow-up,na,unclear,,Telehealth versus in-person follow-up,HR,0.81,0.49-1.32,False,cox_ph,yes,unclear,,,,,0,"clad-audit v0.7 (2026-08-06): v0.6 + registry design reconciliation (metadata registry overrides LLM, like rct)",gpt-5.6-luna,2026-08-12,full,False,full,False,full,False,full,False,partial,False,not,False,not,False,not,False,full,False,not,False,not,False,not,False,not,False,full,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,na,False,partial,False,na,False,not,False,na,False,partial,False,not,False,not,False,partial,False,partial,False,not,False,not,False,False,2,2019,post,Clinical transplantation,Wiley,Canada,singer lg|canada,False,,Wiley,False,human,True,Behavioural / supportive,na,True,retrospective_cohort,204.0,clinical_cohort,True,False,0,none,none,,,20.0,1.2165215342390825,57.1,2.86
31080450,xml,descriptor,other,other,,False,20.0,,unclear,unclear,False,False,,na,unclear,,,,,,,none,unclear,unclear,9.0,,,,0,"clad-audit v0.7 (2026-08-06): v0.6 + registry design reconciliation (metadata registry overrides LLM, like rct)",gpt-5.6-luna,2026-08-06,full,False,full,False,not,False,full,False,partial,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,full,False,not,False,not,False,not,False,partial,False,partial,False,not,False,not,False,partial,False,not,False,na,False,na,False,partial,False,na,False,not,False,na,False,partial,False,full,False,not,False,partial,False,not,False,na,False,na,False,False,1,2019,post,Frontiers in immunology,Frontiers Media SA,Belgium,vos r|belgium,True,,OA,False,human,True,,na,False,cross_sectional,24.0,mechanistic_translational,False,False,0,none,none,,,18.0,0.7477157971400622,40.6,2.57
31084354,pdf,descriptor,retrospective_cohort,retrospective_cohort,,False,25.0,Overall mean follow-up was 95 (67) months.,none_stated,unclear,False,False,,na,unclear,,,,,,,km_logrank,unclear,unclear,5.0,,,,0,"clad-audit v0.7 (2026-08-06): v0.6 + registry design reconciliation (metadata registry overrides LLM, like rct)",gpt-5.6-luna,2026-08-12,full,False,full,False,full,False,full,False,partial,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,full,False,full,False,not,False,not,False,partial,False,partial,False,not,False,not,False,not,False,not,False,na,False,na,False,na,False,partial,False,na,False,not,False,na,False,partial,False,not,False,not,False,partial,False,partial,False,not,False,partial,False,False,1,2019,post,"Progress in transplantation (Aliso Viejo, Calif.)",SAGE Publications,Germany,kuhn c|germany,False,,Other-paywall,False,human,True,,na,False,retrospective_cohort,25.0,clinical_cohort,False,False,0,none,none,,,10.0,0.5994036574579243,34.0,1.43
31101209,pdf,descriptor,retrospective_cohort,retrospective_cohort,,False,62.0,,public_nonprofit,unclear,False,False,,na,unclear,,,,,,,km_logrank,unclear,na,,,,,0,"clad-audit v0.7 (2026-08-06): v0.6 + registry design reconciliation (metadata registry overrides LLM, like rct)",gpt-5.6-luna,2026-08-06,full,False,full,False,full,False,not,False,partial,False,partial,False,not,False,not,False,not,False,not,False,partial,False,not,False,partial,False,partial,False,not,False,not,False,full,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,na,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,False,1,2019,post,Transplantation proceedings,Elsevier BV,Austria,lang g|austria,False,,Elsevier,False,human,True,,na,False,retrospective_cohort,62.0,clinical_cohort,False,False,0,none,none,,,3.0,0.1188280521659725,8.4,0.43
31122726,xml,secondary,cross_sectional,cross_sectional,,False,219.0,1-year follow-up,public_nonprofit,unclear,False,False,,na,unclear,,Genomic classification as ACR,HR,2.42,1.29–4.53,True,cox_ph,unclear,yes,,,,,0,"clad-audit v0.7 (2026-08-06): v0.6 + registry design reconciliation (metadata registry overrides LLM, like rct)",gpt-5.6-luna,2026-08-06,full,False,full,False,partial,False,full,False,partial,False,not,False,not,False,not,False,full,False,not,False,not,False,not,False,full,False,not,False,full,False,not,False,not,False,not,False,full,False,not,False,not,False,not,False,na,False,na,False,na,False,partial,False,not,False,not,False,na,False,full,False,not,False,not,False,not,False,full,False,not,False,not,False,False,2,2019,post,The Journal of heart and lung transplantation : the official publication of the International Society for Heart Transplantation,Elsevier BV,United States,belperio ja|united states,True,,OA,False,human,True,,na,False,other,219.0,mechanistic_translational,False,False,0,univariable_only,cox_ph,,,40.0,2.1120839512735468,75.1,5.71
